version,K,w,mag_db,phase_deg
A,0.200000000000,0.062696970767,-12.372050219913,-112.220558521460
A,0.200000000000,0.063423881351,-12.501887279747,-112.754325093388
A,0.200000000000,0.064159219758,-12.632470464853,-113.287319960462
A,0.200000000000,0.064903083701,-12.763798877947,-113.819515068395
A,0.200000000000,0.065655572026,-12.895871545486,-114.350882143955
A,0.200000000000,0.066416784723,-13.028687415117,-114.881392707839
A,0.200000000000,0.067186822943,-13.162245353196,-115.411018088393
A,0.200000000000,0.067965789009,-13.296544142410,-115.939729436218
A,0.200000000000,0.068753786432,-13.431582479477,-116.467497739586
A,0.200000000000,0.069550919921,-13.567358972955,-116.994293840648
A,0.200000000000,0.070357295400,-13.703872141161,-117.520088452403
A,0.200000000000,0.071173020020,-13.841120410188,-118.044852176386
A,0.200000000000,0.071998202177,-13.979102112054,-118.568555521049
A,0.200000000000,0.072832951521,-14.117815482961,-119.091168920783
A,0.200000000000,0.073677378973,-14.257258661687,-119.612662755540
A,0.200000000000,0.074531596744,-14.397429688109,-120.133007371021
A,0.200000000000,0.075395718341,-14.538326501854,-120.652173099386
A,0.200000000000,0.076269858590,-14.679946941095,-121.170130280435
A,0.200000000000,0.077154133648,-14.822288741485,-121.686849283208
A,0.200000000000,0.078048661018,-14.965349535235,-122.202300527983
A,0.200000000000,0.078953559565,-15.109126850338,-122.716454508591
A,0.200000000000,0.079868949534,-15.253618109945,-123.229281815025
A,0.200000000000,0.080794952561,-15.398820631883,-123.740753156278
A,0.200000000000,0.081731691696,-15.544731628336,-124.250839383375
A,0.200000000000,0.082679291413,-15.691348205664,-124.759511512541
A,0.200000000000,0.083637877629,-15.838667364385,-125.266740748449
A,0.200000000000,0.084607577724,-15.986685999307,-125.772498507526
A,0.200000000000,0.085588520551,-16.135400899805,-126.276756441231
A,0.200000000000,0.086580836458,-16.284808750261,-126.779486459282
A,0.200000000000,0.087584657307,-16.434906130643,-127.280660752792
A,0.200000000000,0.088600116485,-16.585689517239,-127.780251817231
A,0.200000000000,0.089627348927,-16.737155283534,-128.278232475204
A,0.200000000000,0.090666491134,-16.889299701234,-128.774575898984
A,0.200000000000,0.091717681187,-17.042118941430,-129.269255632761
A,0.200000000000,0.092781058769,-17.195609075898,-129.762245614557
A,0.200000000000,0.093856765184,-17.349766078543,-130.253520197775
A,0.200000000000,0.094944943371,-17.504585826965,-130.743054172333
A,0.200000000000,0.096045737929,-17.660064104158,-131.230822785364
A,0.200000000000,0.097159295133,-17.816196600333,-131.716801761410
A,0.200000000000,0.098285762953,-17.972978914860,-132.200967322117
A,0.200000000000,0.099425291075,-18.130406558327,-132.683296205369
A,0.200000000000,0.100578030920,-18.288474954703,-133.163765683843
A,0.200000000000,0.101744135667,-18.447179443617,-133.642353582942
A,0.200000000000,0.102923760267,-18.606515282725,-134.119038298108
A,0.200000000000,0.104117061471,-18.766477650181,-134.593798811455
A,0.200000000000,0.105324197845,-18.927061647197,-135.066614707724
A,0.200000000000,0.106545329795,-19.088262300679,-135.537466189528
A,0.200000000000,0.107780619586,-19.250074565950,-136.006334091871
A,0.200000000000,0.109030231364,-19.412493329541,-136.473199895930
A,0.200000000000,0.110294331179,-19.575513412051,-136.938045742070
A,0.200000000000,0.111573087006,-19.739129571066,-137.400854442104
A,0.200000000000,0.112866668767,-19.903336504134,-137.861609490763
A,0.200000000000,0.114175248354,-20.068128851788,-138.320295076381
A,0.200000000000,0.115498999652,-20.233501200618,-138.776896090795
A,0.200000000000,0.116838098563,-20.399448086369,-139.231398138438
A,0.200000000000,0.118192723028,-20.565963997085,-139.683787544639
A,0.200000000000,0.119563053050,-20.733043376269,-140.134051363125
A,0.200000000000,0.120949270720,-20.900680626069,-140.582177382720
A,0.200000000000,0.122351560239,-21.068870110473,-141.028154133259
A,0.200000000000,0.123770107946,-21.237606158524,-141.471970890704
A,0.200000000000,0.125205102338,-21.406883067529,-141.913617681486
A,0.200000000000,0.126656734099,-21.576695106274,-142.353085286074
A,0.200000000000,0.128125196122,-21.747036518231,-142.790365241780
A,0.200000000000,0.129610683539,-21.917901524752,-143.225449844807
A,0.200000000000,0.131113393742,-22.089284328256,-143.658332151572
A,0.200000000000,0.132633526413,-22.261179115388,-144.089005979294
A,0.200000000000,0.134171283548,-22.433580060158,-144.517465905877
A,0.200000000000,0.135726869486,-22.606481327049,-144.943707269105
A,0.200000000000,0.137300490935,-22.779877074099,-145.367726165152
A,0.200000000000,0.138892356998,-22.953761455941,-145.789519446450
A,0.200000000000,0.140502679205,-23.128128626807,-146.209084718906
A,0.200000000000,0.142131671537,-23.302972743489,-146.626420338514
A,0.200000000000,0.143779550455,-23.478287968254,-147.041525407362
A,0.200000000000,0.145446534932,-23.654068471707,-147.454399769069
